Gauge,Gauge Address,User,User VE weight %,Vote % used,Snapshot timestamp
50USDC-50BNB-gauge,0x2837b3A08Cbfc3Eb3E1FFe363Fb1E443667e287f,0x25270EEae3ad2c6780Bda16Dd24933d416454B01,0.00011615652766794194,10%,
