Gauge,Gauge Address,User,User VE weight %,Vote % used,Snapshot timestamp
70LSHARE-30DAI-gauge,0x9C4e2444d40508dF540466cCBD83855e39E5972B,0x8b8535c33783752FfbDB461865FdcA1f26F74E4A,0.005686596747434782,0%,
70LSHARE-30DAI-gauge,0x9C4e2444d40508dF540466cCBD83855e39E5972B,0x679641F9450609D2Ca03B2C468AC8631f87d8Ee6,0.000037339046093379184,5%,
70LSHARE-30DAI-gauge,0x9C4e2444d40508dF540466cCBD83855e39E5972B,0x89A6CD7741BafEbB4f03471d949b70Cd5E439C99,0.00422684888974555,100%,
70LSHARE-30DAI-gauge,0x9C4e2444d40508dF540466cCBD83855e39E5972B,0x32144A3F0ED8145Aa42896A811C7a7cEb1717F24,0.0016333661143481631,0%,
70LSHARE-30DAI-gauge,0x9C4e2444d40508dF540466cCBD83855e39E5972B,0x6A074a51Afb657C02146b0d0B4b22f4E34424849,0.0018544649915962464,100%,
70LSHARE-30DAI-gauge,0x9C4e2444d40508dF540466cCBD83855e39E5972B,0x69e02D001146A86d4E2995F9eCf906265aA77d85,0.035377117243928134,0%,
