Gauge,Gauge Address,User,User VE weight %,Vote % used,Snapshot timestamp
50UP-50BUSD-gauge,0xFf71E6499f492Ce41c84Eefbf727774165dC5aBa,0x111fbf7b389e024d09F35fb091D7D4479b321B0A,0.005895672188534202,90%,"Thu, 16 Feb 2023 00:00:00 GMT"
50UP-50BUSD-gauge,0xFf71E6499f492Ce41c84Eefbf727774165dC5aBa,0xf29fD03Df2Cb7F81d8Ae4d10A76f8b1C898786BD,0.0006269267067126958,100%,"Thu, 16 Feb 2023 00:00:00 GMT"
