Gauge,Gauge Address,User,User VE weight %,Vote % used,Snapshot timestamp
70-ASHARE-30-BUSD-gauge,0xE7A9d3F14A19E6CF1C482aB0e8c7aE40b40a61c0,0xb234182Bd57526686CD6DB545c34dAa04942DAa8,0.008861792435099623,100%,"Thu, 16 Feb 2023 00:00:00 GMT"
70-ASHARE-30-BUSD-gauge,0xE7A9d3F14A19E6CF1C482aB0e8c7aE40b40a61c0,0x154A1799C339F1D2EaB56b46A5985D79F9C42874,0.0006345676902368426,70%,"Thu, 16 Feb 2023 00:00:00 GMT"
70-ASHARE-30-BUSD-gauge,0xE7A9d3F14A19E6CF1C482aB0e8c7aE40b40a61c0,0x227c79a7464f08ea8aa5D9f8B22AA63ADeC79a9b,0.010571501749266073,20%,"Thu, 16 Feb 2023 00:00:00 GMT"
70-ASHARE-30-BUSD-gauge,0xE7A9d3F14A19E6CF1C482aB0e8c7aE40b40a61c0,0x59b596e080295F83d67431746f3Eabd70D8A3236,0.000679790641515381,10%,"Thu, 16 Feb 2023 00:00:00 GMT"
70-ASHARE-30-BUSD-gauge,0xE7A9d3F14A19E6CF1C482aB0e8c7aE40b40a61c0,0xC3530D160B48F19c14FEc76F4C206441bA265c95,0.008402259080774575,0%,"Thu, 16 Feb 2023 00:00:00 GMT"
70-ASHARE-30-BUSD-gauge,0xE7A9d3F14A19E6CF1C482aB0e8c7aE40b40a61c0,0x5D166006367856A7D8028f822c7c236f9EFA7A8D,0.1996590311050103,100%,"Thu, 16 Feb 2023 00:00:00 GMT"
